TestNumber,Account,OPS_Req,OPS_Mean,OPS_Sd,Order,New,Calculated1,Filled,Calculated2,Total
1,100320,5,5.00,0.00,8627351,20,5,0,2,31
1,100320,5,5.00,0.00,8627352,4,7,0,0,11
1,100320,5,5.00,0.00,8627353,5,6,0,9,38
1,100320,5,5.00,0.00,8627354,13,13,0,1,29
1,100320,5,5.00,0.00,8627355,8,31,0,11,72
1,100320,5,5.00,0.00,8627356,34,50,0,0,84
1,100320,5,5.00,0.00,8627357,46,13,0,43,188
1,100320,5,5.00,0.00,8627358,3,4,3,0,10
1,100320,5,5.00,0.00,8627359,4,6,0,1,13
1,100320,5,5.00,0.00,8627360,2,4,0,1,9
1,100320,5,5.00,0.00,8627361,3,3,2,0,8
1,100320,5,5.00,0.00,8627362,30,4,0,1,37
1,100320,5,5.00,0.00,8627363,8,14,5,0,27
1,100320,5,5.00,0.00,8627364,73,10,0,0,83
1,100320,5,5.00,0.00,8627365,8,12,1,4,33
1,100320,5,5.00,0.00,8627366,7,26,0,4,45
1,100320,5,5.00,0.00,8627367,8,20,0,0,28
1,100320,5,5.00,0.00,8627368,32,19,4,0,55
1,100320,5,5.00,0.00,8627369,9,13,0,0,22
1,100320,5,5.00,0.00,8627370,4,8,0,4,24
1,100320,5,5.00,0.00,8627371,13,7,1,8,45
1,100320,5,5.00,0.00,8627372,11,18,0,0,29
1,100320,5,5.00,0.00,8627373,18,7,0,2,31
1,100320,5,5.00,0.00,8627374,11,9,0,1,23
1,100320,5,5.00,0.00,8627375,5,46,1,2,58
1,100320,5,5.00,0.00,8627376,4,3,0,2,13
1,100320,5,5.00,0.00,8627377,3,6,0,0,9
1,100320,5,5.00,0.00,8627378,16,10,0,3,35
1,100320,5,5.00,0.00,8627379,6,8,0,2,20
1,100320,5,5.00,0.00,8627380,4,8,0,2,18
1,100320,5,5.00,0.00,8627381,4,7,0,7,32
1,100320,5,5.00,0.00,8627382,12,9,0,0,21
1,100320,5,5.00,0.00,8627383,3,7,0,6,28
1,100320,5,5.00,0.00,8627384,8,3,0,0,11
1,100320,5,5.00,0.00,8627385,15,7,0,1,25
1,100320,5,5.00,0.00,8627386,3,5,0,1,11
1,100320,5,5.00,0.00,8627387,3,3,0,30,96
1,100320,5,5.00,0.00,8627388,5,8,0,2,19
1,100320,5,5.00,0.00,8627389,5,70,0,9,102
1,100320,5,5.00,0.00,8627390,16,4,0,2,26
1,100320,5,5.00,0.00,8627391,5,4,0,2,15
1,100320,5,5.00,0.00,8627392,5,23,0,0,28
1,100320,5,5.00,0.00,8627393,54,15,0,3,78
1,100320,5,5.00,0.00,8627394,8,23,0,0,31
1,100320,5,5.00,0.00,8627395,16,12,0,5,43
1,100320,5,5.00,0.00,8627396,17,14,0,0,31
1,100320,5,5.00,0.00,8627397,4,6,0,1,13
1,100320,5,5.00,0.00,8627398,7,8,0,4,27
1,100320,5,5.00,0.00,8627399,6,15,0,2,27
1,100320,5,5.00,0.00,8627400,6,6,0,7,33
1,100320,5,5.00,0.00,8627401,14,4,0,0,18
1,100320,5,5.00,0.00,8627402,5,7,0,1,15
1,100320,5,5.00,0.00,8627403,16,11,0,3,36
1,100320,5,5.00,0.00,8627404,13,15,7,12,71
1,100320,5,5.00,0.00,8627405,20,9,10,0,39
1,100320,5,5.00,0.00,8627406,20,29,0,6,67
1,100320,5,5.00,0.00,8627407,9,5,0,3,23
1,100320,5,5.00,0.00,8627408,9,18,0,5,42
1,100320,5,5.00,0.00,8627409,14,50,0,0,64
1,100320,5,5.00,0.00,8627410,52,11,0,0,63
1,100320,5,5.00,0.00,8627411,4,14,0,0,18
1,100320,5,5.00,0.00,8627412,3,5,0,2,14
1,100320,5,5.00,0.00,8627413,68,10,0,7,99
1,100320,5,5.00,0.00,8627414,11,5,3,0,19
1,100320,5,5.00,0.00,8627415,8,7,0,4,27
1,100320,5,5.00,0.00,8627416,6,12,0,0,18
1,100320,5,5.00,0.00,8627417,4,28,0,0,32
1,100320,5,5.00,0.00,8627418,20,21,3,0,44
1,100320,5,5.00,0.00,8627419,8,17,9,0,34
1,100320,5,5.00,0.00,8627420,20,5,0,4,37
1,100320,5,5.00,0.00,8627421,5,52,0,3,66
1,100320,5,5.00,0.00,8627422,60,17,0,2,83
1,100320,5,5.00,0.00,8627423,5,131,0,21,199
1,100320,5,5.00,0.00,8627424,39,9,0,9,75
1,100320,5,5.00,0.00,8627425,13,16,0,0,29
1,100320,5,5.00,0.00,8627426,28,28,12,0,68
1,100320,5,5.00,0.00,8627427,12,10,0,22,88
1,100320,5,5.00,0.00,8627428,66,0,0,0,66
1,100320,5,5.00,0.00,8627429,14,21,0,0,35
1,100320,5,5.00,0.00,8627430,14,50,0,0,64
1,100320,5,5.00,0.00,8627431,21,34,0,3,64
1,100320,5,5.00,0.00,8627432,24,88,0,0,112
1,100320,5,5.00,0.00,8627433,3,7,0,3,19
1,100320,5,5.00,0.00,8627434,7,8,0,0,15
1,100320,5,5.00,0.00,8627435,17,12,0,4,41
1,100320,5,5.00,0.00,8627436,6,9,9,3,33
1,100320,5,5.00,0.00,8627437,14,6,0,0,20
1,100320,5,5.00,0.00,8627438,15,10,2,0,27
1,100320,5,5.00,0.00,8627439,5,6,2,6,31
1,100320,5,5.00,0.00,8627440,9,4,0,1,16
1,100320,5,5.00,0.00,8627441,3,60,0,2,69
1,100320,5,5.00,0.00,8627442,5,8,0,2,19
1,100320,5,5.00,0.00,8627443,6,40,0,0,46
1,100320,5,5.00,0.00,8627444,71,7,0,2,84
1,100320,5,5.00,0.00,8627445,7,11,0,2,24
1,100320,5,5.00,0.00,8627446,4,26,0,6,48
1,100320,5,5.00,0.00,8627447,9,13,0,0,22
1,100320,5,5.00,0.00,8627448,22,105,2,0,129
1,100320,5,5.00,0.00,8627449,12,19,0,0,31
1,100320,5,5.00,0.00,8627450,14,11,3,4,40
1,100320,5,5.00,0.00,8627451,8,8,0,3,25
