TestNumber,Account,OPS_Req,OPS_Mean,OPS_Sd,Order,New,Calculated1,Filled,Calculated2,Total
1,100330,1,1.00,0.00,8841002,138,0,0,0,138
1,100330,1,1.00,0.00,8841003,47,7,0,3,57
1,100330,1,1.00,0.00,8841004,49,26,0,0,75
1,100330,1,1.00,0.00,8841005,46,4,0,36,86
1,100330,1,1.00,0.00,8841006,46,7,0,3,56
1,100330,1,1.00,0.00,8841007,49,12,4,364,429
1,100330,1,1.00,0.00,8841008,781,96,0,0,877
1,100330,1,1.00,0.00,8841009,48,9,0,0,57
1,100330,1,1.00,0.00,8841010,59,13,0,0,72
1,100330,1,1.00,0.00,8841011,46,5,0,5,56
1,100330,1,1.00,0.00,8841012,46,10,0,1,57
1,100330,1,1.00,0.00,8841013,47,12,0,7,66
1,100330,1,1.00,0.00,8841014,48,7,0,1,56
1,100330,1,1.00,0.00,8841015,46,366,0,1,413
1,100330,1,1.00,0.00,8841016,48,7,0,0,55
1,100330,1,1.00,0.00,8841017,49,10,0,0,59
1,100330,1,1.00,0.00,8841018,46,3,0,0,49
1,100330,1,1.00,0.00,8841019,45,6,0,2,53
1,100330,1,1.00,0.00,8841020,45,3,0,2,50
1,100330,1,1.00,0.00,8841021,48,8,0,4,60
1,100330,1,1.00,0.00,8841022,47,4,0,4,55
1,100330,1,1.00,0.00,8841023,47,4,0,2,53
1,100330,1,1.00,0.00,8841024,48,4,1,3,56
1,100330,1,1.00,0.00,8841025,108,15,4,1,128
1,100330,1,1.00,0.00,8841026,51,3,0,1,55
1,100330,1,1.00,0.00,8841027,51,4,0,0,55
1,100330,1,1.00,0.00,8841028,46,10,0,0,56
1,100330,1,1.00,0.00,8841029,52,8,0,0,60
1,100330,1,1.00,0.00,8841030,4427,407,7,0,4841
1,100330,1,1.00,0.00,8841031,148,30,0,0,178
1,100330,1,1.00,0.00,8841032,75,11,3,0,89
1,100330,1,1.00,0.00,8841033,78,4,0,1,83
1,100330,1,1.00,0.00,8841034,67,8,3,0,78
1,100330,1,1.00,0.00,8841035,46,57,0,4,107
1,100330,1,1.00,0.00,8841036,83,6,0,2,91
1,100330,1,1.00,0.00,8841037,96,11,0,0,107
1,100330,1,1.00,0.00,8841038,52,6,0,4,62
1,100330,1,1.00,0.00,8841039,49,14,3,0,66
1,100330,1,1.00,0.00,8841040,47,84,0,0,131
1,100330,1,1.00,0.00,8841041,48,8,0,2,58
1,100330,1,1.00,0.00,8841042,78,6,0,2,86
1,100330,1,1.00,0.00,8841043,68,13,0,0,81
1,100330,1,1.00,0.00,8841044,49,8,0,0,57
1,100330,1,1.00,0.00,8841045,120,41,0,0,161
1,100330,1,1.00,0.00,8841046,49,23,0,10,82
1,100330,1,1.00,0.00,8841047,71,6,0,0,77
1,100330,1,1.00,0.00,8841048,47,4,0,6,57
1,100330,1,1.00,0.00,8841049,48,13,0,9,70
1,100330,1,1.00,0.00,8841050,92,28,7,0,127
1,100330,1,1.00,0.00,8841051,66,60,0,60,186
1,100330,1,1.00,0.00,8841052,47,15,0,0,62
1,100330,1,1.00,0.00,8841053,48,3,1,1,53
1,100330,1,1.00,0.00,8841054,51,5,0,4,60
1,100330,1,1.00,0.00,8841055,46,7,0,1,54
1,100330,1,1.00,0.00,8841056,46,4,0,0,50
1,100330,1,1.00,0.00,8841057,49,8,0,1,58
1,100330,1,1.00,0.00,8841058,49,4,0,1,54
2,100330,1,1.00,0.00,8841059,74,50,0,1,125
2,100330,1,1.00,0.00,8841060,77,22,0,1,100
2,100330,1,1.00,0.00,8841061,48,8,2,5,63
2,100330,1,1.00,0.00,8841062,84,12,0,0,96
2,100330,1,1.00,0.00,8841063,98,24,3,0,125
2,100330,1,1.00,0.00,8841064,51,5,0,11,67
2,100330,1,1.00,0.00,8841065,59,137,0,0,196
2,100330,1,1.00,0.00,8841066,115,24,5,0,144
2,100330,1,1.00,0.00,8841067,76,69,0,0,145
2,100330,1,1.00,0.00,8841068,223,0,0,0,223
2,100330,1,1.00,0.00,8841069,230,191,0,0,421
2,100330,1,1.00,0.00,8841070,56,16,0,0,72
2,100330,1,1.00,0.00,8841071,55,123,0,0,178
2,100330,1,1.00,0.00,8841072,51,47,0,0,98
2,100330,1,1.00,0.00,8841073,207,8,0,0,215
2,100330,1,1.00,0.00,8841074,116,57,0,0,173
2,100330,1,1.00,0.00,8841075,50,29,1,4,84
2,100330,1,1.00,0.00,8841076,1991,115,0,0,2106
2,100330,1,1.00,0.00,8841077,103,120,3,0,226
2,100330,1,1.00,0.00,8841078,48,6,0,3,57
2,100330,1,1.00,0.00,8841079,50,9,0,1,60
2,100330,1,1.00,0.00,8841080,49,4,0,2,55
2,100330,1,1.00,0.00,8841081,46,6,0,0,52
2,100330,1,1.00,0.00,8841082,46,4,0,2,52
2,100330,1,1.00,0.00,8841083,49,9,0,0,58
2,100330,1,1.00,0.00,8841084,77,14,1,3,95
2,100330,1,1.00,0.00,8841085,2156,274,0,0,2430
