TestNumber,Account,OrdPerSec,OrdPerSec_Mean,Order,New,Calculated1,Filled,Calculated2,Total
1,100321,1,0.98,8056552,20,28,3,0,51
1,100321,1,0.98,8056553,3,17,0,2,26
1,100321,1,0.98,8056554,3,5,6,2,20
1,100321,1,0.98,8056555,17,31,0,0,48
1,100321,1,0.98,8056556,66,96,0,0,162
1,100321,1,0.98,8056557,63,24,0,0,87
1,100321,1,0.98,8056558,3,26,0,0,29
1,100321,1,0.98,8056559,8,0,0,19,65
1,100321,1,0.98,8056560,15,19,0,0,34
1,100321,1,0.98,8056561,4,49,0,3,62
1,100321,1,0.98,8056562,2,10,0,1,15
1,100321,1,0.98,8056563,29,3,0,0,32
1,100321,1,0.98,8056564,5,18,0,3,32
1,100321,1,0.98,8056565,29,0,0,7,50
1,100321,1,0.98,8056566,4,10,0,0,14
1,100321,1,0.98,8056567,18,41,0,0,59
1,100321,1,0.98,8056568,20,50,0,0,70
1,100321,1,0.98,8056569,13,9,0,0,22
1,100321,1,0.98,8056570,23,36,0,0,59
1,100321,1,0.98,8056571,8,4,0,0,12
1,100321,1,0.98,8056572,14,29,0,0,43
1,100321,1,0.98,8056573,28,57,0,0,85
1,100322,1,0.98,8057803,9,22,1,0,32
1,100322,1,0.98,8057805,707,42,0,0,749
1,100322,1,0.98,8057807,5,11,0,1,19
1,100322,1,0.98,8057809,674,57,0,0,731
1,100322,1,0.98,8057811,1386,1,0,0,1387
1,100322,1,0.98,8057813,6,147,0,0,153
1,100322,1,0.98,8057815,874,9,0,0,883
1,100322,1,0.98,8057817,5,13,0,3,27
1,100322,1,0.98,8057819,2,9,0,0,11
1,100322,1,0.98,8057821,372,35,1,1,411
1,100322,1,0.98,8057822,3,6,1,10,40
1,100322,1,0.98,8057823,5,6,0,0,11
1,100322,1,0.98,8057824,62,0,0,0,62
1,100322,1,0.98,8057825,33,54,0,0,87
1,100322,1,0.98,8057826,6,33,0,0,39
1,100322,1,0.98,8057827,6,5,0,0,11
1,100322,1,0.98,8057828,25,4,1,2,36
1,100322,1,0.98,8057829,2,3,0,5,20
1,100322,1,0.98,8057830,3,3,0,1,9
1,100322,1,0.98,8057831,7,5,0,2,18
1,100322,1,0.98,8057832,2,3,0,1,8
1,100322,1,0.98,8057833,1,3,0,0,4
1,100322,1,0.98,8057834,2,5,0,8,31
1,100322,1,0.98,8057835,2,2,0,0,4
1,100322,1,0.98,8057836,3,4,0,1,10
1,100322,1,0.98,8057837,13,24,0,0,37
1,100322,1,0.98,8057838,7,1,0,0,8
1,100322,1,0.98,8057839,4,20,0,0,24
1,100322,1,0.98,8057840,2,5,0,0,7
1,100322,1,0.98,8057841,2,1,0,1,6
1,100322,1,0.98,8057842,2,3,0,0,5
1,100322,1,0.98,8057843,2,2,1,0,5
1,100322,1,0.98,8057844,1,2,0,1,6
1,100322,1,0.98,8057845,2,3,0,1,8
1,100322,1,0.98,8057846,4,18,0,0,22
1,100322,1,0.98,8057847,7,10,0,2,23
1,100322,1,0.98,8057848,3,4,0,1,10
1,100322,1,0.98,8057849,2,2,0,1,7
1,100322,1,0.98,8057850,3,4,0,1,10
1,100322,1,0.98,8057851,62,14,0,9,103
1,100322,1,0.98,8057852,3,6,0,3,18
1,100322,1,0.98,8057853,28,2,0,0,30
1,100322,1,0.98,8057854,15,37,0,0,52
1,100322,1,0.98,8057855,17,51,0,0,68
1,100322,1,0.98,8057856,12,12,0,1,27
1,100322,1,0.98,8057857,5,26,0,1,34
1,100322,1,0.98,8057858,30,21,0,3,60
1,100322,1,0.98,8057859,9,3,0,31,105
1,100322,1,0.98,8057860,8,23,0,0,31
1,100322,1,0.98,8057861,4,8,0,29,99
1,100322,1,0.98,8057862,9,47,0,0,56
1,100322,1,0.98,8057863,8,7,0,1,18
1,100322,1,0.98,8057864,28,87,0,0,115
1,100322,1,0.98,8057865,48,7,0,0,55
1,100322,1,0.98,8057866,22,45,0,0,67
1,100322,1,0.98,8057867,6,3,0,0,9
1,100323,1,0.98,8060081,9,24,0,0,33
1,100323,1,0.98,8060082,732,19,0,23,820
1,100323,1,0.98,8060083,13,14,0,0,27
1,100323,1,0.98,8060084,729,91,0,0,820
1,100323,1,0.98,8060085,1379,5,0,0,1384
1,100323,1,0.98,8060086,9,89,0,0,98
1,100323,1,0.98,8060087,877,8,0,0,885
1,100323,1,0.98,8060088,18,36,0,0,54
1,100323,1,0.98,8060089,17,5,0,1,25
1,100323,1,0.98,8060090,421,21,0,0,442
1,100323,1,0.98,8060091,15,2,0,2,23
1,100323,1,0.98,8060092,6,11,0,1,20
1,100323,1,0.98,8060093,34,11,0,0,45
1,100323,1,0.98,8060094,52,30,0,0,82
1,100323,1,0.98,8060095,6,31,0,0,37
1,100323,1,0.98,8060096,3,18,0,0,21
1,100323,1,0.98,8060097,6,9,0,0,15
1,100323,1,0.98,8060098,10,4,2,0,16
1,100323,1,0.98,8060099,9,4,0,3,22
1,100323,1,0.98,8060100,23,9,0,0,32
1,100323,1,0.98,8060101,20,0,0,0,20
1,100323,1,0.98,8060102,2,4,0,0,6
1,100323,1,0.98,8060103,13,23,0,0,36
1,100323,1,0.98,8060104,8,14,0,0,22
1,100323,1,0.98,8060105,19,9,0,0,28
1,100323,1,0.98,8060106,17,66,0,0,83
1,100323,1,0.98,8060107,35,7,0,0,42
1,100323,1,0.98,8060108,26,19,0,1,48
1,100323,1,0.98,8060109,4,14,0,0,18
1,100323,1,0.98,8060110,36,17,0,1,56
1,100323,1,0.98,8060111,24,8,0,1,35
1,100323,1,0.98,8060112,28,8,0,1,39
1,100323,1,0.98,8060113,2,3,0,1,8
1,100323,1,0.98,8060114,3,4,0,1,10
1,100323,1,0.98,8060115,4,8,0,0,12
1,100323,1,0.98,8060116,4,10,0,0,14
1,100323,1,0.98,8060117,46,18,0,4,76
1,100323,1,0.98,8060118,66,33,0,1,102
1,100323,1,0.98,8060119,58,14,0,0,72
1,100323,1,0.98,8060120,6,8,0,0,14
1,100323,1,0.98,8060121,9,20,1,0,30
1,100323,1,0.98,8060122,12,2,0,4,26
1,100323,1,0.98,8060123,48,5,0,5,68
1,100323,1,0.98,8060124,10,12,0,0,22
1,100323,1,0.98,8060125,27,14,0,0,41
1,100323,1,0.98,8060126,30,10,0,0,40
1,100323,1,0.98,8060127,8,2,0,0,10
1,100323,1,0.98,8060128,4,27,0,0,31
1,100323,1,0.98,8060129,5,42,0,0,47
1,100323,1,0.98,8060130,6,7,6,0,19
1,100323,1,0.98,8060131,40,8,2,0,50
1,100323,1,0.98,8060132,11,100,4,0,115
1,100323,1,0.98,8060133,31,53,0,0,84
1,100323,1,0.98,8060134,34,9,0,19,100
1,100323,1,0.98,8060135,3,5,0,0,8
1,100324,1,0.98,8055514,14,7,0,8,45
1,100324,1,0.98,8055515,734,77,0,0,811
1,100324,1,0.98,8055516,14,15,0,0,29
1,100324,1,0.98,8055517,756,78,0,0,834
1,100324,1,0.98,8055519,20,93,0,0,113
1,100324,1,0.98,8055520,927,14,0,0,941
1,100324,1,0.98,8055521,16,6,0,0,22
1,100324,1,0.98,8055522,2,3,0,0,5
1,100324,1,0.98,8055523,469,12,0,0,481
1,100324,1,0.98,8055524,2,2,0,1,7
1,100324,1,0.98,8055525,2,4,3,0,9
1,100324,1,0.98,8055526,58,44,0,0,102
1,100324,1,0.98,8055527,24,24,0,0,48
1,100324,1,0.98,8055528,12,0,0,1,15
1,100324,1,0.98,8055529,7,20,0,0,27
1,100324,1,0.98,8055530,4,22,0,1,29
1,100324,1,0.98,8055531,12,4,0,0,16
1,100324,1,0.98,8055532,5,8,0,0,13
1,100324,1,0.98,8055533,75,10,0,0,85
1,100324,1,0.98,8055534,4,4,2,0,10
1,100324,1,0.98,8055535,7,11,0,0,18
1,100324,1,0.98,8055536,30,10,17,0,57
1,100324,1,0.98,8055537,6,10,0,0,16
1,100324,1,0.98,8055538,22,7,0,2,35
1,100324,1,0.98,8055539,11,57,0,0,68
1,100324,1,0.98,8055540,7,5,0,0,12
1,100324,1,0.98,8055541,3,10,0,0,13
1,100324,1,0.98,8055542,2,2,0,1,7
1,100324,1,0.98,8055543,23,9,0,0,32
1,100324,1,0.98,8055544,4,1,0,0,5
1,100324,1,0.98,8055545,8,5,0,0,13
1,100324,1,0.98,8055546,3,2,0,1,8
1,100324,1,0.98,8055547,16,43,0,0,59
1,100324,1,0.98,8055548,10,18,0,0,28
1,100324,1,0.98,8055549,3,13,0,0,16
1,100324,1,0.98,8055550,23,88,0,0,111
1,100324,1,0.98,8055551,40,95,1,3,145
1,100324,1,0.98,8055552,106,85,0,0,191
1,100324,1,0.98,8055553,5,6,1,0,12
1,100324,1,0.98,8055554,10,10,0,0,20
1,100324,1,0.98,8055555,5,11,0,0,16
1,100324,1,0.98,8055556,22,3,1,0,26
1,100324,1,0.98,8055557,20,6,0,0,26
1,100324,1,0.98,8055558,14,3,0,1,20
1,100324,1,0.98,8055559,11,6,1,1,21
1,100324,1,0.98,8055560,3,3,0,1,9
1,100324,1,0.98,8055561,6,4,0,2,16
1,100324,1,0.98,8055562,31,7,4,0,42
1,100324,1,0.98,8055563,52,27,8,2,93
1,100324,1,0.98,8055564,2,2,0,2,10
1,100324,1,0.98,8055565,9,8,0,27,98
1,100324,1,0.98,8055566,6,80,0,0,86
1,100324,1,0.98,8055568,26,14,0,1,43
1,100324,1,0.98,8055569,14,4,0,0,18
1,100325,1,0.98,8052912,16,26,0,0,42
1,100325,1,0.98,8052913,742,65,0,0,807
1,100325,1,0.98,8052914,15,16,0,0,31
1,100325,1,0.98,8052915,766,65,0,0,831
1,100325,1,0.98,8052916,1388,2,3,0,1393
1,100325,1,0.98,8052917,72,9,0,56,249
1,100325,1,0.98,8052918,899,56,0,5,970
1,100325,1,0.98,8052919,6,51,0,0,57
1,100325,1,0.98,8052920,21,6,0,0,27
1,100325,1,0.98,8052921,430,20,1,0,451
1,100325,1,0.98,8052922,2,15,0,0,17
1,100325,1,0.98,8052923,9,10,0,3,28
1,100325,1,0.98,8052924,45,18,0,17,114
1,100325,1,0.98,8052925,48,9,0,0,57
1,100325,1,0.98,8052926,2,26,0,0,28
1,100325,1,0.98,8052927,4,23,0,2,33
1,100325,1,0.98,8052928,3,31,0,0,34
1,100325,1,0.98,8052929,8,5,0,1,16
1,100325,1,0.98,8052930,3,41,0,0,44
1,100325,1,0.98,8052931,57,27,0,4,96
1,100325,1,0.98,8052932,2,3,0,0,5
1,100325,1,0.98,8052933,8,7,1,0,16
1,100325,1,0.98,8052934,6,15,0,0,21
1,100325,1,0.98,8052935,12,5,0,0,17
1,100325,1,0.98,8052936,28,9,0,0,37
1,100325,1,0.98,8052937,76,0,0,0,76
1,100325,1,0.98,8052938,37,1,0,0,38
1,100325,1,0.98,8052939,17,5,0,0,22
1,100325,1,0.98,8052940,11,22,0,0,33
1,100325,1,0.98,8052941,15,18,0,0,33
1,100325,1,0.98,8052942,21,16,0,1,40
1,100325,1,0.98,8052943,2,2,0,1,7
1,100325,1,0.98,8052944,2,3,0,0,5
1,100325,1,0.98,8052945,22,10,0,1,35
1,100325,1,0.98,8052946,3,27,2,0,32
1,100325,1,0.98,8052947,8,20,0,0,28
1,100325,1,0.98,8052948,47,0,4,0,51
1,100325,1,0.98,8052949,9,77,0,0,86
1,100325,1,0.98,8052950,172,80,0,0,252
1,100325,1,0.98,8052951,31,10,1,0,42
1,100325,1,0.98,8052952,6,2,0,1,11
1,100325,1,0.98,8052953,46,18,0,0,64
1,100325,1,0.98,8052954,28,18,0,0,46
1,100325,1,0.98,8052955,2,2,0,0,4
1,100325,1,0.98,8052956,20,3,5,0,28
1,100325,1,0.98,8052957,16,31,3,0,50
1,100325,1,0.98,8052958,7,29,0,0,36
1,100325,1,0.98,8052959,3,9,0,0,12
1,100325,1,0.98,8052960,3,4,0,1,10
1,100325,1,0.98,8052961,3,4,0,1,10
1,100325,1,0.98,8052962,47,4,0,1,54
1,100325,1,0.98,8052963,24,2,0,2,32
1,100325,1,0.98,8052964,4,6,2,0,12
1,100325,1,0.98,8052965,48,6,0,0,54
1,100325,1,0.98,8052966,2,5,0,0,7
1,100325,1,0.98,8052967,3,2,0,58,179
1,100326,1,0.96,8053843,19,15,0,0,34
1,100326,1,0.96,8053844,749,127,0,0,876
1,100326,1,0.96,8053845,23,10,1,0,34
1,100326,1,0.96,8053846,816,1357,0,0,2173
1,100326,1,0.96,8053847,192,7,0,0,199
1,100326,1,0.96,8053848,995,55,0,0,1050
1,100326,1,0.96,8053849,64,14,0,0,78
1,100326,1,0.96,8053850,15,3,4,0,22
1,100326,1,0.96,8053851,598,20,0,0,618
1,100326,1,0.96,8053852,3,3,0,1,9
1,100326,1,0.96,8053853,47,16,0,11,96
1,100326,1,0.96,8053854,55,71,0,0,126
1,100326,1,0.96,8053855,33,36,0,0,69
1,100326,1,0.96,8053856,26,27,0,0,53
1,100326,1,0.96,8053857,34,39,0,0,73
1,100326,1,0.96,8053858,12,1,0,0,13
1,100326,1,0.96,8053859,25,22,0,0,47
1,100326,1,0.96,8053860,1,3,15,0,19
1,100326,1,0.96,8053861,3,4,0,2,13
1,100326,1,0.96,8053862,20,5,1,0,26
1,100326,1,0.96,8053863,4,22,0,0,26
1,100326,1,0.96,8053864,8,5,0,1,16
1,100326,1,0.96,8053865,10,5,0,1,18
1,100326,1,0.96,8053866,2,6,0,1,11
1,100326,1,0.96,8053867,19,3,2,0,24
1,100326,1,0.96,8053868,3,6,0,2,15
1,100326,1,0.96,8053869,6,4,0,0,10
1,100326,1,0.96,8053870,30,4,0,0,34
1,100326,1,0.96,8053871,2,12,1,0,15
1,100326,1,0.96,8053872,20,5,0,0,25
1,100326,1,0.96,8053873,2,2,0,1,7
1,100326,1,0.96,8053874,1,2,0,1,6
1,100326,1,0.96,8053875,31,0,0,0,31
1,100326,1,0.96,8053876,29,0,0,0,29
1,100326,1,0.96,8053877,16,4,0,0,20
1,100326,1,0.96,8053878,3,4,0,0,7
1,100326,1,0.96,8053879,5,17,0,0,22
1,100326,1,0.96,8053880,275,165,0,0,440
1,100326,1,0.96,8053881,5,38,0,0,43
1,100326,1,0.96,8053882,13,5,0,0,18
1,100326,1,0.96,8053883,3,17,0,0,20
1,100326,1,0.96,8053884,2,4,0,1,9
1,100326,1,0.96,8053885,17,8,0,1,28
1,100326,1,0.96,8053886,2,5,0,1,10
1,100326,1,0.96,8053887,2,3,0,1,8
1,100326,1,0.96,8053888,7,3,0,1,13
1,100326,1,0.96,8053889,2,2,0,0,4
1,100326,1,0.96,8053890,2,4,0,1,9
1,100326,1,0.96,8053891,3,76,0,0,79
1,100326,1,0.96,8053892,19,29,0,0,48
1,100326,1,0.96,8053893,9,76,0,0,85
1,100326,1,0.96,8053894,3,9,0,2,18
1,100326,1,0.96,8053895,6,2,0,0,8
1,100326,1,0.96,8053896,12,28,2,0,42
1,100326,1,0.96,8053897,100,64,0,1,167
1,100327,1,0.78,8057804,19,23,0,0,42
1,100327,1,0.78,8057806,746,53,0,0,799
1,100327,1,0.78,8057808,24,12,0,0,36
1,100327,1,0.78,8057810,817,1196,0,0,2013
1,100327,1,0.78,8057812,367,0,0,0,367
1,100327,1,0.78,8057814,16,56,0,0,72
1,100327,1,0.78,8057816,292,75,4,0,371
1,100327,1,0.78,8057818,2,3,1,0,6
1,100328,1,0.96,8059159,19,14,1,1,37
1,100328,1,0.96,8059160,748,53,0,4,813
1,100328,1,0.96,8059161,14,10,0,1,27
1,100328,1,0.96,8059162,1999,259,0,5,2273
1,100328,1,0.96,8059163,124,7,0,0,131
1,100328,1,0.96,8059164,1059,3,0,0,1062
1,100328,1,0.96,8059165,42,22,0,0,64
1,100328,1,0.96,8059166,2,27,0,0,29
1,100328,1,0.96,8059167,534,8,0,0,542
1,100328,1,0.96,8059168,3,2,0,1,8
1,100328,1,0.96,8059169,30,4,0,0,34
1,100328,1,0.96,8059170,62,38,0,0,100
1,100328,1,0.96,8059171,57,0,2,0,59
1,100328,1,0.96,8059172,19,28,3,0,50
1,100328,1,0.96,8059173,15,16,0,0,31
1,100328,1,0.96,8059174,2,3,0,0,5
1,100328,1,0.96,8059175,1,3,0,2,10
1,100328,1,0.96,8059176,2,4,0,0,6
1,100328,1,0.96,8059177,8,7,0,1,18
1,100328,1,0.96,8059178,15,13,0,0,28
1,100328,1,0.96,8059179,8,11,0,0,19
1,100328,1,0.96,8059180,6,14,0,0,20
1,100328,1,0.96,8059181,9,5,0,0,14
1,100328,1,0.96,8059182,19,27,0,0,46
1,100328,1,0.96,8059183,2,48,0,0,50
1,100328,1,0.96,8059184,3,6,0,0,9
1,100328,1,0.96,8059185,1,9,0,0,10
1,100328,1,0.96,8059186,3,2,0,0,5
1,100328,1,0.96,8059187,2,10,1,0,13
1,100328,1,0.96,8059188,5,5,0,4,22
1,100328,1,0.96,8059189,6,5,0,1,14
1,100328,1,0.96,8059190,4,36,0,0,40
1,100328,1,0.96,8059191,2,7,0,0,9
1,100328,1,0.96,8059192,3,4,0,1,10
1,100328,1,0.96,8059193,6,6,0,1,15
1,100328,1,0.96,8059194,52,27,0,0,79
1,100328,1,0.96,8059195,11,6,0,4,29
1,100328,1,0.96,8059196,142,103,0,6,263
1,100328,1,0.96,8059197,29,5,0,4,46
1,100328,1,0.96,8059198,3,2,0,2,11
1,100328,1,0.96,8059199,32,2,0,1,37
1,100328,1,0.96,8059200,6,22,1,1,32
1,100328,1,0.96,8059201,9,4,0,19,70
1,100328,1,0.96,8059202,4,4,0,0,8
1,100328,1,0.96,8059203,2,12,0,0,14
1,100328,1,0.96,8059204,3,8,0,0,11
1,100328,1,0.96,8059205,7,2,0,3,18
1,100328,1,0.96,8059206,23,2,1,1,29
1,100328,1,0.96,8059207,6,15,0,0,21
1,100328,1,0.96,8059208,2,13,0,1,18
1,100328,1,0.96,8059209,43,4,0,4,59
1,100328,1,0.96,8059210,15,4,0,0,19
1,100328,1,0.96,8059211,17,8,0,0,25
1,100328,1,0.96,8059212,20,0,0,0,20
1,100328,1,0.96,8059213,2,2,2,0,6
1,100329,1,0.96,8058497,9,29,0,0,38
1,100329,1,0.96,8058500,754,124,0,0,878
1,100329,1,0.96,8058502,24,8,0,0,32
1,100329,1,0.96,8058504,830,1371,66,0,2267
1,100329,1,0.96,8058506,197,16,0,0,213
1,100329,1,0.96,8058509,1118,77,0,0,1195
1,100329,1,0.96,8058510,11,2,0,2,19
1,100329,1,0.96,8058512,4,3,0,15,52
1,100329,1,0.96,8058515,477,6,0,0,483
1,100329,1,0.96,8058516,2,3,0,0,5
1,100329,1,0.96,8058518,4,3,0,1,10
1,100329,1,0.96,8058520,57,56,0,0,113
1,100329,1,0.96,8058523,21,22,0,0,43
1,100329,1,0.96,8058525,29,0,0,0,29
1,100329,1,0.96,8058527,4,22,0,0,26
1,100329,1,0.96,8058529,21,11,0,0,32
1,100329,1,0.96,8058531,7,5,0,0,12
1,100329,1,0.96,8058533,5,43,0,0,48
1,100329,1,0.96,8058535,8,28,0,0,36
1,100329,1,0.96,8058537,4,0,0,1,7
1,100329,1,0.96,8058539,22,4,0,0,26
1,100329,1,0.96,8058541,26,7,0,0,33
1,100329,1,0.96,8058543,11,2,0,2,19
1,100329,1,0.96,8058545,23,7,0,0,30
1,100329,1,0.96,8058547,54,20,0,0,74
1,100329,1,0.96,8058549,32,4,1,0,37
1,100329,1,0.96,8058551,19,0,0,0,19
1,100329,1,0.96,8058553,7,8,0,1,18
1,100329,1,0.96,8058555,8,9,0,0,17
1,100329,1,0.96,8058557,4,6,0,0,10
1,100329,1,0.96,8058559,4,4,0,26,86
1,100329,1,0.96,8058561,18,20,0,1,41
1,100329,1,0.96,8058563,3,6,0,0,9
1,100329,1,0.96,8058565,3,23,0,0,26
1,100329,1,0.96,8058567,9,1,5,0,15
1,100329,1,0.96,8058569,30,50,0,0,80
1,100329,1,0.96,8058571,48,82,4,0,134
1,100329,1,0.96,8058573,61,26,0,47,228
1,100329,1,0.96,8058575,2,7,1,0,10
1,100329,1,0.96,8058577,6,24,0,0,30
1,100329,1,0.96,8058579,8,2,2,2,18
1,100329,1,0.96,8058581,21,40,0,0,61
1,100329,1,0.96,8058583,6,16,0,0,22
1,100329,1,0.96,8058585,26,9,1,0,36
1,100329,1,0.96,8058587,25,9,0,0,34
1,100329,1,0.96,8058589,7,33,0,0,40
1,100329,1,0.96,8058591,18,15,21,0,54
1,100329,1,0.96,8058593,3,36,0,0,39
1,100329,1,0.96,8058595,15,16,0,36,139
1,100329,1,0.96,8058597,50,32,0,5,97
1,100329,1,0.96,8058599,6,5,1,0,12
1,100329,1,0.96,8058601,4,11,1,0,16
1,100329,1,0.96,8058603,6,3,2,11,44
1,100329,1,0.96,8058605,119,0,0,0,119
1,100329,1,0.96,8058607,3,8,0,0,11
2,100320,1,1.00,8058608,4,17,0,0,21
2,100320,1,1.00,8058610,30,13,0,0,43
2,100320,1,1.00,8058613,26,12,0,0,38
2,100320,1,1.00,8058615,4,15,0,2,25
2,100320,1,1.00,8058617,4,36,0,0,40
2,100320,1,1.00,8058618,71,20,21,0,112
2,100320,1,1.00,8058620,18,6,1,0,25
2,100320,1,1.00,8058622,36,36,5,1,80
2,100320,1,1.00,8058624,4,93,0,9,124
2,100320,1,1.00,8058626,28,27,0,0,55
2,100320,1,1.00,8058628,62,41,2,1,108
2,100320,1,1.00,8058630,287,46,8,0,341
2,100320,1,1.00,8058632,4,7,0,0,11
2,100320,1,1.00,8058634,4,15,0,0,19
2,100320,1,1.00,8058636,2,2,0,0,4
2,100320,1,1.00,8058638,37,4,0,0,41
2,100320,1,1.00,8058640,3,7,0,2,16
2,100320,1,1.00,8058642,145,33,1,0,179
2,100320,1,1.00,8058644,5,3,0,1,11
2,100320,1,1.00,8058646,2,3,0,1,8
2,100320,1,1.00,8058648,1,2,0,1,6
2,100320,1,1.00,8058650,4,15,2,2,27
2,100320,1,1.00,8058652,2,2,0,1,7
2,100320,1,1.00,8058654,2,2,1,0,5
2,100320,1,1.00,8058656,41,16,0,2,63
2,100320,1,1.00,8058658,2,3,0,1,8
2,100320,1,1.00,8058660,29,3,0,1,35
2,100320,1,1.00,8058662,2,5,0,0,7
2,100320,1,1.00,8058664,5,4,0,1,12
2,100320,1,1.00,8058666,20,4,0,0,24
2,100320,1,1.00,8058668,34,5,0,1,42
2,100320,1,1.00,8058670,4,9,0,0,13
2,100320,1,1.00,8058672,78,8,0,0,86
2,100320,1,1.00,8058674,71,0,0,0,71
2,100320,1,1.00,8058676,2,5,0,0,7
2,100320,1,1.00,8058678,11,3,0,1,17
2,100320,1,1.00,8058680,2,7,0,0,9
2,100320,1,1.00,8058682,2,4,0,0,6
2,100320,1,1.00,8058684,3,2,0,1,8
2,100320,1,1.00,8058686,1,2,0,0,3
2,100320,1,1.00,8058688,3,7,0,1,13
2,100320,1,1.00,8058690,23,0,0,0,23
2,100320,1,1.00,8058692,6,12,0,2,24
2,100320,1,1.00,8058694,26,4,0,1,33
2,100320,1,1.00,8058696,7,5,0,0,12
2,100320,1,1.00,8058698,28,36,0,0,64
2,100320,1,1.00,8058700,20,0,0,1,23
2,100320,1,1.00,8058702,2,4,0,1,9
2,100320,1,1.00,8058704,2,3,1,0,6
