TestNumber,Account,OPS_Req,OPS_Mean,OPS_Sd,Order,New,Calculated1,Filled,Calculated2,Total
3,100332,1,1.00,0.00,9122025,51,86,0,0,137
4,100330,1,1.00,0.00,9120618,110,2,0,0,112
4,100330,1,1.00,0.00,9120619,37,12,0,2,51
4,100330,1,1.00,0.00,9120620,57,11,0,3,71
4,100330,1,1.00,0.00,9120621,78,31,0,0,109
4,100330,1,1.00,0.00,9120622,48,0,0,0,48
4,100330,1,1.00,0.00,9120623,36,62,0,8,106
4,100330,1,1.00,0.00,9120624,38,26,0,0,64
4,100330,1,1.00,0.00,9120625,40,65,0,3,108
4,100330,1,1.00,0.00,9120626,42,25,0,1,68
4,100330,1,1.00,0.00,9120627,43,6,0,2,51
4,100330,1,1.00,0.00,9120628,68,54,0,1,123
4,100330,1,1.00,0.00,9120629,39,26,0,0,65
4,100330,1,1.00,0.00,9120630,47,52,0,41,140
4,100330,1,1.00,0.00,9120631,47,15,0,8,70
4,100330,1,1.00,0.00,9120632,76,23,1,1,101
4,100330,1,1.00,0.00,9120633,118,47,0,0,165
4,100330,1,1.00,0.00,9120634,144,48,1,0,193
4,100330,1,1.00,0.00,9120635,53,24,0,10,87
4,100330,1,1.00,0.00,9120636,62,28,0,6,96
4,100330,1,1.00,0.00,9120637,49,19,0,0,68
4,100330,1,1.00,0.00,9120638,59,21,1,0,81
4,100330,1,1.00,0.00,9120639,38,89,0,1,128
4,100330,1,1.00,0.00,9120640,74,92,0,6,172
4,100330,1,1.00,0.00,9120641,45,35,0,2,82
4,100330,1,1.00,0.00,9120642,107,102,0,0,209
4,100330,1,1.00,0.00,9120643,39,53,1,3,96
4,100330,1,1.00,0.00,9120644,36,18,0,0,54
4,100330,1,1.00,0.00,9120645,41,104,0,0,145
4,100330,1,1.00,0.00,9120646,39,59,1,0,99
4,100330,1,1.00,0.00,9120647,42,21,0,0,63
4,100330,1,1.00,0.00,9120648,54,29,0,8,91
4,100330,1,1.00,0.00,9120649,46,24,0,4,74
4,100330,1,1.00,0.00,9120650,74,6,0,1,81
4,100330,1,1.00,0.00,9120651,65,23,0,0,88
4,100330,1,1.00,0.00,9120652,58,82,0,1,141
4,100330,1,1.00,0.00,9120653,110,50,0,0,160
4,100330,1,1.00,0.00,9120654,102,100,0,0,202
4,100330,1,1.00,0.00,9120655,38,8,0,8,54
4,100330,1,1.00,0.00,9120656,42,16,0,0,58
4,100330,1,1.00,0.00,9120657,43,2,0,1,46
4,100330,1,1.00,0.00,9120658,35,8,0,2,45
4,100330,1,1.00,0.00,9120659,38,47,0,0,85
4,100330,1,1.00,0.00,9120660,75,0,0,0,75
4,100330,1,1.00,0.00,9120661,35,19,0,1,55
4,100330,1,1.00,0.00,9120662,49,5,0,0,54
4,100330,1,1.00,0.00,9120663,43,0,0,1,44
4,100330,1,1.00,0.00,9120664,55,59,0,1,115
4,100330,1,1.00,0.00,9120665,43,31,0,0,74
4,100330,1,1.00,0.00,9120666,39,7,0,0,46
4,100330,1,1.00,0.00,9120667,83,0,0,0,83
4,100330,1,1.00,0.00,9120668,45,1,0,0,46
4,100330,1,1.00,0.00,9120669,58,6,0,3,67
4,100330,1,1.00,0.00,9120670,41,4,0,7,52
4,100330,1,1.00,0.00,9120671,37,4,0,2,43
4,100330,1,1.00,0.00,9120672,77,30,0,0,107
4,100330,1,1.00,0.00,9120673,64,41,0,0,105
4,100330,1,1.00,0.00,9120674,38,12,1,0,51
4,100330,1,1.00,0.00,9120675,36,66,0,0,102
4,100330,1,1.00,0.00,9120676,95,27,0,13,135
4,100330,1,1.00,0.00,9120677,89,31,0,8,128
4,100331,1,1.00,0.00,9121318,111,2,0,0,113
4,100331,1,1.00,0.00,9121319,38,19,0,0,57
4,100331,1,1.00,0.00,9121320,58,42,0,0,100
4,100331,1,1.00,0.00,9121321,78,72,0,0,150
4,100331,1,1.00,0.00,9121322,59,72,0,0,131
4,100331,1,1.00,0.00,9121323,39,84,0,0,123
4,100331,1,1.00,0.00,9121324,40,21,1,0,62
4,100331,1,1.00,0.00,9121325,35,75,3,0,113
4,100331,1,1.00,0.00,9121326,56,23,0,2,81
4,100331,1,1.00,0.00,9121327,40,21,1,4,66
4,100331,1,1.00,0.00,9121328,60,63,0,0,123
4,100331,1,1.00,0.00,9121329,36,16,0,13,65
4,100331,1,1.00,0.00,9121330,44,43,0,10,97
4,100331,1,1.00,0.00,9121331,38,13,1,0,52
4,100331,1,1.00,0.00,9121332,77,25,1,3,106
4,100331,1,1.00,0.00,9121333,44,81,0,1,126
4,100331,1,1.00,0.00,9121334,140,52,1,1,194
4,100331,1,1.00,0.00,9121335,55,42,0,0,97
4,100331,1,1.00,0.00,9121336,48,15,0,0,63
4,100331,1,1.00,0.00,9121337,48,19,0,0,67
4,100331,1,1.00,0.00,9121338,60,21,0,2,83
4,100331,1,1.00,0.00,9121339,129,20,0,0,149
4,100331,1,1.00,0.00,9121340,52,114,328,0,494
4,100331,1,1.00,0.00,9121341,48,30,0,0,78
4,100331,1,1.00,0.00,9121342,116,73,1,1,191
4,100331,1,1.00,0.00,9121343,41,33,1,2,77
4,100331,1,1.00,0.00,9121344,41,26,1,0,68
4,100331,1,1.00,0.00,9121345,100,39,0,3,142
4,100331,1,1.00,0.00,9121346,76,10,0,4,90
4,100331,1,1.00,0.00,9121347,43,25,0,0,68
4,100331,1,1.00,0.00,9121348,79,22,0,3,104
4,100331,1,1.00,0.00,9121349,49,17,0,0,66
4,100331,1,1.00,0.00,9121350,126,24,0,2,152
4,100331,1,1.00,0.00,9121351,52,34,0,1,87
4,100331,1,1.00,0.00,9121352,66,79,0,0,145
4,100331,1,1.00,0.00,9121353,127,69,0,0,196
4,100331,1,1.00,0.00,9121354,88,99,1,0,188
4,100331,1,1.00,0.00,9121355,40,14,0,0,54
4,100331,1,1.00,0.00,9121356,39,13,1,4,57
4,100331,1,1.00,0.00,9121357,49,10,0,1,60
4,100331,1,1.00,0.00,9121358,37,4,0,0,41
4,100331,1,1.00,0.00,9121359,69,4,0,5,78
4,100331,1,1.00,0.00,9121360,57,8,1,0,66
4,100331,1,1.00,0.00,9121361,96,8,17,0,121
4,100331,1,1.00,0.00,9121362,82,13,0,0,95
4,100331,1,1.00,0.00,9121363,36,4,0,3,43
4,100331,1,1.00,0.00,9121364,53,29,0,0,82
4,100331,1,1.00,0.00,9121365,55,7,0,0,62
4,100331,1,1.00,0.00,9121366,37,4,1,0,42
4,100331,1,1.00,0.00,9121367,62,0,0,0,62
4,100331,1,1.00,0.00,9121368,37,11,339,0,387
4,100331,1,1.00,0.00,9121369,41,16,0,0,57
4,100331,1,1.00,0.00,9121370,36,11,0,2,49
4,100331,1,1.00,0.00,9121371,36,10,0,3,49
4,100331,1,1.00,0.00,9121372,71,22,0,0,93
4,100331,1,1.00,0.00,9121373,76,10,0,0,86
4,100331,1,1.00,0.00,9121374,42,10,0,29,81
4,100331,1,1.00,0.00,9121375,83,2,0,0,85
