TestNumber,Account,OrdPerSec,OrdPerSec_Mean,Order,New,Calculated1,Filled,Calculated2,Total
1,100324,5,5.00,8003169,11,117,0,0,128
1,100324,5,5.00,8003170,37,8,0,0,45
1,100324,5,5.00,8003171,14,27,0,0,41
1,100324,5,5.00,8003172,28,11,0,0,39
1,100324,5,5.00,8003173,5,3,9,1,20
1,100324,5,5.00,8003174,12,61,0,0,73
1,100324,5,5.00,8003175,17,3,0,1,23
1,100324,5,5.00,8003176,22,4,0,0,26
1,100324,5,5.00,8003177,8,1,0,0,9
1,100324,5,5.00,8003178,5,54,1,0,60
1,100324,5,5.00,8003179,25,19,0,0,44
1,100324,5,5.00,8003180,7,5,0,1,15
1,100324,5,5.00,8003181,8,61,0,0,69
1,100324,5,5.00,8003182,37,7,0,0,44
1,100324,5,5.00,8003183,12,29,0,0,41
1,100324,5,5.00,8003184,79,40,0,1,122
1,100324,5,5.00,8003185,3,21,0,0,24
1,100324,5,5.00,8003186,6,12,0,0,18
1,100324,5,5.00,8003187,8,2,0,0,10
1,100324,5,5.00,8003188,6,7,1,0,14
1,100324,5,5.00,8003189,23,35,0,0,58
1,100324,5,5.00,8003190,52,0,0,0,52
1,100324,5,5.00,8003191,14,89,0,0,103
1,100324,5,5.00,8003192,29,0,0,38,143
1,100324,5,5.00,8003193,111,7,0,0,118
1,100324,5,5.00,8003194,75,11,0,0,86
1,100324,5,5.00,8003195,19,10,0,0,29
1,100324,5,5.00,8003196,61,0,0,0,61
1,100324,5,5.00,8003197,13,9,0,0,22
1,100324,5,5.00,8003198,23,8,0,0,31
1,100324,5,5.00,8003199,18,4,0,0,22
1,100324,5,5.00,8003200,8,10,0,0,18
1,100324,5,5.00,8003201,22,9,0,0,31
1,100324,5,5.00,8003202,1,7,0,0,8
1,100324,5,5.00,8003203,3,43,0,0,46
1,100324,5,5.00,8003204,10,6,0,0,16
1,100324,5,5.00,8003205,8,20,0,0,28
1,100324,5,5.00,8003206,12,2,0,0,14
1,100324,5,5.00,8003207,5,8,0,0,13
1,100324,5,5.00,8003208,22,32,0,0,54
1,100324,5,5.00,8003209,14,22,0,0,36
1,100324,5,5.00,8003210,14,0,0,2,20
1,100324,5,5.00,8003211,66,15,0,0,81
1,100324,5,5.00,8003212,8,33,0,0,41
1,100324,5,5.00,8003213,7,15,0,0,22
1,100324,5,5.00,8003214,15,5,0,0,20
1,100324,5,5.00,8003215,5,2,0,0,7
1,100324,5,5.00,8003216,28,2,0,0,30
1,100324,5,5.00,8003217,4,36,0,0,40
1,100324,5,5.00,8003218,3,8,0,0,11
1,100324,5,5.00,8003219,21,8,0,0,29
1,100324,5,5.00,8003220,10,40,3,0,53
1,100324,5,5.00,8003221,16,64,0,0,80
1,100324,5,5.00,8003222,20,23,0,0,43
1,100324,5,5.00,8003223,15,79,0,18,148
1,100324,5,5.00,8003224,49,18,0,0,67
1,100324,5,5.00,8003225,6,28,0,0,34
1,100324,5,5.00,8003226,2,14,0,0,16
1,100324,5,5.00,8003227,35,0,0,1,38
1,100324,5,5.00,8003228,4,20,0,8,48
1,100324,5,5.00,8003229,8,50,0,0,58
1,100324,5,5.00,8003230,2,24,0,0,26
1,100324,5,5.00,8003231,2,7,0,0,9
1,100324,5,5.00,8003232,17,3,0,0,20
1,100324,5,5.00,8003233,4,3,0,0,7
1,100324,5,5.00,8003234,6,5,0,0,11
1,100324,5,5.00,8003235,7,11,0,0,18
1,100324,5,5.00,8003236,14,8,1,0,23
1,100324,5,5.00,8003237,3,3,0,0,6
1,100324,5,5.00,8003238,3,54,0,0,57
1,100324,5,5.00,8003239,24,22,0,0,46
1,100324,5,5.00,8003240,3,1,0,0,4
1,100324,5,5.00,8003241,1,5,0,5,21
1,100324,5,5.00,8003242,6,5,0,0,11
1,100324,5,5.00,8003243,7,2,0,0,9
1,100324,5,5.00,8003244,2,4,0,1,9
1,100324,5,5.00,8003245,3,2,0,2,11
1,100324,5,5.00,8003246,3,2,0,1,8
1,100324,5,5.00,8003247,17,1,0,0,18
1,100324,5,5.00,8003248,1,4,0,1,8
1,100324,5,5.00,8003249,5,3,0,0,8
1,100324,5,5.00,8003250,7,17,0,0,24
1,100324,5,5.00,8003251,16,7,0,0,23
1,100324,5,5.00,8003252,6,1,0,6,25
1,100324,5,5.00,8003253,7,2,0,0,9
1,100324,5,5.00,8003254,3,28,0,0,31
1,100324,5,5.00,8003255,3,3,0,0,6
1,100324,5,5.00,8003256,1,2,0,0,3
1,100324,5,5.00,8003257,1,2,0,0,3
1,100324,5,5.00,8003258,2,14,0,0,16
1,100324,5,5.00,8003259,1,3,0,0,4
1,100324,5,5.00,8003260,1,2,0,0,3
1,100324,5,5.00,8003261,2,7,0,0,9
1,100324,5,5.00,8003262,1,2,0,1,6
1,100324,5,5.00,8003263,1,1,0,0,2
1,100324,5,5.00,8003264,1,2,0,0,3
1,100324,5,5.00,8003265,58,10,0,0,68
1,100324,5,5.00,8003266,34,36,0,0,70
1,100324,5,5.00,8003267,3,7,0,1,13
1,100324,5,5.00,8003268,5,10,0,0,15
1,100324,5,5.00,8003269,18,2,0,0,20
1,100324,5,5.00,8003270,3,1,0,4,16
1,100324,5,5.00,8003271,5,1,1,0,7
1,100324,5,5.00,8003272,16,17,0,0,33
1,100324,5,5.00,8003273,3,31,0,0,34
1,100324,5,5.00,8003274,18,40,0,0,58
1,100324,5,5.00,8003275,6,14,0,1,23
1,100324,5,5.00,8003276,2,2,0,0,4
1,100324,5,5.00,8003277,1,3,0,0,4
1,100324,5,5.00,8003278,1,1,0,0,2
1,100324,5,5.00,8003279,1,2,0,0,3
1,100324,5,5.00,8003280,62,0,0,0,62
1,100324,5,5.00,8003281,7,14,0,0,21
1,100324,5,5.00,8003282,2,21,0,0,23
1,100324,5,5.00,8003283,6,8,0,0,14
1,100324,5,5.00,8003284,7,15,1,0,23
1,100324,5,5.00,8003285,7,3,0,1,13
1,100324,5,5.00,8003286,1,1,0,0,2
1,100324,5,5.00,8003287,1,1,0,1,5
1,100324,5,5.00,8003288,14,0,0,0,14
1,100324,5,5.00,8003289,28,8,0,1,39
1,100324,5,5.00,8003290,2,4,0,0,6
1,100324,5,5.00,8003291,14,2,0,2,22
1,100324,5,5.00,8003292,4,3,0,1,10
1,100324,5,5.00,8003293,2,2,0,0,4
1,100324,5,5.00,8003294,1,23,0,0,24
1,100324,5,5.00,8003295,3,3,0,1,9
1,100324,5,5.00,8003296,20,2,0,1,25
1,100324,5,5.00,8003297,3,3,1,0,7
1,100324,5,5.00,8003298,9,4,0,0,13
1,100324,5,5.00,8003299,2,8,0,0,10
1,100324,5,5.00,8003300,3,18,0,0,21
1,100324,5,5.00,8003301,11,27,0,0,38
1,100324,5,5.00,8003302,2,10,0,3,21
1,100324,5,5.00,8003303,34,0,0,0,34
1,100324,5,5.00,8003304,47,2,0,0,49
1,100324,5,5.00,8003305,1,3,0,0,4
1,100324,5,5.00,8003306,10,0,0,0,10
1,100324,5,5.00,8003307,1,2,0,0,3
1,100324,5,5.00,8003308,2,2,0,3,13
1,100324,5,5.00,8003309,8,8,0,0,16
1,100324,5,5.00,8003310,2,2,0,0,4
1,100324,5,5.00,8003311,2,11,0,0,13
1,100324,5,5.00,8003312,11,7,0,0,18
1,100324,5,5.00,8003313,2,2,0,0,4
1,100324,5,5.00,8003314,1,2,8,1,14
1,100324,5,5.00,8003315,1,2,0,0,3
1,100324,5,5.00,8003316,1,3,0,1,7
1,100324,5,5.00,8003317,2,20,0,2,28
1,100324,5,5.00,8003318,2,2,0,1,7
1,100324,5,5.00,8003319,2,3,0,0,5
1,100324,5,5.00,8003320,2,2,0,0,4
1,100324,5,5.00,8003321,1,2,0,1,6
1,100324,5,5.00,8003322,1,2,0,0,3
1,100324,5,5.00,8003323,1,6,0,1,10
1,100324,5,5.00,8003324,1,2,0,1,6
1,100324,5,5.00,8003325,4,18,0,1,25
1,100324,5,5.00,8003326,2,2,0,1,7
1,100324,5,5.00,8003327,3,3,0,0,6
1,100324,5,5.00,8003328,1,2,0,0,3
1,100324,5,5.00,8003329,2,2,0,1,7
1,100324,5,5.00,8003330,1,2,0,0,3
1,100324,5,5.00,8003331,2,1,0,0,3
1,100324,5,5.00,8003332,2,2,0,0,4
1,100324,5,5.00,8003333,1,11,0,0,12
1,100324,5,5.00,8003334,1,2,0,0,3
1,100324,5,5.00,8003335,53,0,0,0,53
1,100324,5,5.00,8003336,7,22,0,0,29
1,100324,5,5.00,8003337,44,24,0,0,68
1,100324,5,5.00,8003338,10,18,0,0,28
1,100324,5,5.00,8003339,8,25,0,3,42
1,100324,5,5.00,8003340,35,0,0,0,35
1,100324,5,5.00,8003341,5,13,0,0,18
1,100324,5,5.00,8003342,10,8,0,0,18
1,100324,5,5.00,8003343,20,58,0,0,78
1,100324,5,5.00,8003344,30,11,0,0,41
1,100324,5,5.00,8003345,8,30,2,0,40
1,100324,5,5.00,8003346,8,17,9,0,34
1,100324,5,5.00,8003347,8,38,0,0,46
1,100324,5,5.00,8003348,29,4,0,0,33
1,100324,5,5.00,8003349,11,7,0,0,18
1,100324,5,5.00,8003350,14,4,0,2,24
1,100324,5,5.00,8003351,4,10,0,0,14
1,100324,5,5.00,8003352,2,3,0,0,5
1,100324,5,5.00,8003353,5,1,0,0,6
1,100324,5,5.00,8003354,19,3,0,0,22
1,100324,5,5.00,8003355,28,13,0,0,41
1,100324,5,5.00,8003356,47,22,28,0,97
1,100324,5,5.00,8003357,14,10,1,0,25
1,100324,5,5.00,8003358,7,4,0,0,11
1,100324,5,5.00,8003359,30,5,0,2,41
1,100324,5,5.00,8003360,6,3,0,0,9
1,100324,5,5.00,8003361,17,1,0,13,57
1,100324,5,5.00,8003362,17,9,0,0,26
1,100324,5,5.00,8003363,13,27,0,0,40
1,100324,5,5.00,8003364,13,0,0,0,13
1,100324,5,5.00,8003365,22,25,0,0,47
1,100324,5,5.00,8003366,46,3,0,0,49
1,100324,5,5.00,8003367,2,42,0,0,44
1,100324,5,5.00,8003368,6,15,0,0,21
1,100324,5,5.00,8003369,19,48,0,0,67
1,100324,5,5.00,8003370,2,2,1,0,5
1,100324,5,5.00,8003371,2,9,0,1,14
1,100324,5,5.00,8003372,5,3,0,1,11
1,100324,5,5.00,8003373,2,4,0,0,6
1,100324,5,5.00,8003374,15,3,0,1,21
1,100324,5,5.00,8003375,36,15,0,1,54
1,100324,5,5.00,8003376,3,3,0,0,6
1,100324,5,5.00,8003377,5,3,0,3,17
1,100324,5,5.00,8003378,2,10,0,0,12
1,100324,5,5.00,8003379,5,22,2,0,29
1,100324,5,5.00,8003380,53,5,1,0,59
1,100324,5,5.00,8003381,4,17,0,0,21
1,100324,5,5.00,8003382,4,10,0,35,119
1,100324,5,5.00,8003383,27,18,0,0,45
1,100324,5,5.00,8003384,8,41,0,0,49
1,100324,5,5.00,8003385,21,58,0,0,79
1,100324,5,5.00,8003386,78,79,0,0,157
1,100324,5,5.00,8003387,20,54,0,0,74
1,100324,5,5.00,8003388,64,0,0,0,64
1,100324,5,5.00,8003389,21,18,0,0,39
1,100324,5,5.00,8003390,5,6,0,0,11
1,100324,5,5.00,8003391,7,4,0,21,74
1,100324,5,5.00,8003392,35,11,5,0,51
1,100324,5,5.00,8003393,6,25,0,0,31
1,100324,5,5.00,8003394,28,9,0,1,40
1,100324,5,5.00,8003395,97,0,0,0,97
1,100324,5,5.00,8003396,18,18,0,0,36
1,100324,5,5.00,8003397,72,20,0,0,92
1,100324,5,5.00,8003398,25,15,0,0,40
1,100324,5,5.00,8003399,20,10,0,0,30
1,100324,5,5.00,8003400,1,3,0,0,4
1,100324,5,5.00,8003401,1,4,0,0,5
1,100324,5,5.00,8003402,3,3,0,0,6
1,100324,5,5.00,8003403,2,7,1,0,10
1,100324,5,5.00,8003404,50,6,0,0,56
1,100324,5,5.00,8003405,8,2,0,0,10
1,100324,5,5.00,8003406,11,2,0,0,13
1,100324,5,5.00,8003407,28,14,0,0,42
1,100324,5,5.00,8003408,16,72,0,0,88
1,100324,5,5.00,8003409,7,26,0,2,39
1,100325,5,5.00,7999191,30,87,0,0,117
1,100325,5,5.00,7999192,162,0,0,0,162
1,100325,5,5.00,7999193,271,14,0,0,285
1,100325,5,5.00,7999194,94,35,0,0,129
1,100325,5,5.00,7999195,122,43,0,21,228
1,100325,5,5.00,7999196,24,21,0,0,45
1,100325,5,5.00,7999197,54,59,0,0,113
1,100325,5,5.00,7999198,38,36,0,0,74
1,100325,5,5.00,7999199,47,66,53,0,166
1,100325,5,5.00,7999200,88,77,0,0,165
1,100325,5,5.00,7999201,26,75,0,0,101
1,100325,5,5.00,7999202,47,12,0,0,59
1,100325,5,5.00,7999203,26,71,1,0,98
1,100325,5,5.00,7999204,11,71,0,14,124
1,100325,5,5.00,7999205,47,47,8,0,102
1,100325,5,5.00,7999206,43,11,4,0,58
1,100325,5,5.00,7999207,15,83,1,0,99
1,100325,5,5.00,7999208,5,33,0,0,38
1,100325,5,5.00,7999209,52,50,0,70,312
1,100325,5,5.00,7999210,123,0,0,0,123
1,100325,5,5.00,7999211,27,9,2,0,38
1,100325,5,5.00,7999212,42,7,0,0,49
1,100325,5,5.00,7999213,59,5,0,0,64
1,100325,5,5.00,7999214,14,8,0,0,22
1,100325,5,5.00,7999215,17,9,0,2,32
1,100325,5,5.00,7999216,27,5,0,0,32
1,100325,5,5.00,7999217,32,51,0,0,83
1,100325,5,5.00,7999218,11,47,0,0,58
1,100325,5,5.00,7999219,34,5,0,7,60
1,100325,5,5.00,7999220,21,18,0,0,39
1,100325,5,5.00,7999221,4,49,0,0,53
1,100325,5,5.00,7999222,28,3,4,0,35
1,100325,5,5.00,7999223,57,16,0,0,73
1,100325,5,5.00,7999224,66,36,0,0,102
1,100325,5,5.00,7999225,60,28,2,1,93
1,100325,5,5.00,7999226,26,0,3,40,149
1,100325,5,5.00,7999227,58,0,0,2,64
1,100325,5,5.00,7999228,3,8,0,0,11
1,100325,5,5.00,7999229,4,5,0,0,9
1,100325,5,5.00,7999230,39,4,0,0,43
1,100325,5,5.00,7999231,3,24,0,0,27
1,100325,5,5.00,7999232,6,47,0,0,53
1,100325,5,5.00,7999233,5,12,0,0,17
1,100325,5,5.00,7999234,2,14,0,0,16
1,100325,5,5.00,7999235,3,5,0,1,11
1,100325,5,5.00,7999236,24,2,0,0,26
1,100325,5,5.00,7999237,20,16,0,0,36
1,100325,5,5.00,7999238,22,3,0,0,25
1,100325,5,5.00,7999239,8,54,0,1,65
1,100325,5,5.00,7999240,8,5,2,0,15
1,100325,5,5.00,7999241,9,48,1,0,58
1,100325,5,5.00,7999242,7,13,0,0,20
1,100325,5,5.00,7999243,42,10,0,0,52
1,100325,5,5.00,7999244,11,4,0,0,15
1,100325,5,5.00,7999245,20,3,0,0,23
1,100325,5,5.00,7999246,16,4,0,0,20
1,100325,5,5.00,7999247,22,5,0,0,27
1,100325,5,5.00,7999248,6,9,1,0,16
1,100325,5,5.00,7999249,32,1,0,0,33
1,100325,5,5.00,7999250,11,4,0,3,24
1,100325,5,5.00,7999251,21,14,0,0,35
1,100325,5,5.00,7999252,12,18,0,0,30
1,100325,5,5.00,7999253,29,5,2,0,36
1,100325,5,5.00,7999254,47,2,0,0,49
1,100325,5,5.00,7999255,11,4,0,0,15
1,100325,5,5.00,7999256,51,8,0,0,59
1,100325,5,5.00,7999257,11,29,0,0,40
1,100325,5,5.00,7999258,12,15,0,0,27
1,100325,5,5.00,7999259,15,35,0,0,50
1,100325,5,5.00,7999260,13,5,0,0,18
1,100325,5,5.00,7999261,25,10,0,15,80
1,100325,5,5.00,7999262,21,4,0,1,28
1,100325,5,5.00,7999263,7,5,0,0,12
1,100325,5,5.00,7999264,4,19,0,0,23
1,100325,5,5.00,7999265,4,4,0,0,8
1,100325,5,5.00,7999266,51,0,0,0,51
1,100325,5,5.00,7999267,52,16,0,0,68
1,100325,5,5.00,7999268,14,40,0,0,54
1,100325,5,5.00,7999269,28,20,0,0,48
1,100325,5,5.00,7999270,16,0,0,0,16
1,100325,5,5.00,7999271,5,3,0,16,56
1,100325,5,5.00,7999272,16,0,0,0,16
1,100325,5,5.00,7999273,2,40,0,0,42
1,100325,5,5.00,7999274,47,0,0,0,47
1,100325,5,5.00,7999275,24,20,0,0,44
1,100325,5,5.00,7999276,3,13,0,2,22
1,100325,5,5.00,7999277,3,21,0,0,24
1,100325,5,5.00,7999278,4,3,0,0,7
1,100325,5,5.00,7999279,5,4,0,0,9
1,100325,5,5.00,7999280,16,34,0,0,50
1,100325,5,5.00,7999281,2,2,0,0,4
1,100325,5,5.00,7999282,2,23,0,0,25
1,100325,5,5.00,7999283,4,28,0,0,32
1,100325,5,5.00,7999284,15,6,0,13,60
1,100325,5,5.00,7999285,17,5,0,1,25
1,100325,5,5.00,7999286,2,2,0,0,4
1,100325,5,5.00,7999287,2,2,0,0,4
1,100325,5,5.00,7999288,7,2,0,1,12
1,100325,5,5.00,7999289,3,2,0,2,11
1,100325,5,5.00,7999290,2,2,0,1,7
1,100325,5,5.00,7999291,2,3,0,0,5
1,100325,5,5.00,7999292,16,2,0,1,21
1,100325,5,5.00,7999293,2,2,0,1,7
1,100325,5,5.00,7999294,4,2,0,0,6
1,100325,5,5.00,7999295,3,3,0,0,6
1,100325,5,5.00,7999296,4,6,0,0,10
1,100325,5,5.00,7999297,6,1,0,0,7
1,100325,5,5.00,7999298,5,1,0,12,42
1,100325,5,5.00,7999299,16,15,0,0,31
1,100325,5,5.00,7999300,21,0,2,11,56
1,100325,5,5.00,7999301,5,4,1,1,13
1,100325,5,5.00,7999302,9,18,0,0,27
1,100325,5,5.00,7999303,4,5,1,0,10
1,100325,5,5.00,7999304,14,1,0,0,15
1,100325,5,5.00,7999305,17,6,0,0,23
1,100325,5,5.00,7999306,4,8,0,0,12
1,100325,5,5.00,7999307,4,8,0,2,18
1,100325,5,5.00,7999308,4,17,0,0,21
1,100325,5,5.00,7999309,27,35,0,0,62
1,100325,5,5.00,7999310,12,2,0,0,14
1,100325,5,5.00,7999311,1,2,0,0,3
1,100325,5,5.00,7999312,1,5,0,0,6
1,100325,5,5.00,7999313,1,1,0,1,5
1,100325,5,5.00,7999314,1,2,0,1,6
1,100325,5,5.00,7999315,2,1,0,1,6
1,100325,5,5.00,7999316,8,8,0,0,16
1,100325,5,5.00,7999317,2,14,0,0,16
1,100325,5,5.00,7999318,3,6,0,0,9
1,100325,5,5.00,7999319,3,2,0,0,5
1,100325,5,5.00,7999320,3,3,0,0,6
1,100325,5,5.00,7999321,1,1,0,2,8
1,100325,5,5.00,7999322,3,2,0,0,5
1,100325,5,5.00,7999323,1,2,0,1,6
1,100325,5,5.00,7999324,3,2,0,0,5
1,100325,5,5.00,7999325,20,7,32,0,59
1,100325,5,5.00,7999326,4,3,0,0,7
1,100325,5,5.00,7999327,16,3,7,0,26
1,100325,5,5.00,7999328,8,1,2,0,11
1,100325,5,5.00,7999329,4,4,0,0,8
1,100325,5,5.00,7999330,2,7,0,0,9
1,100325,5,5.00,7999331,26,0,0,0,26
1,100325,5,5.00,7999332,22,0,0,0,22
1,100325,5,5.00,7999333,4,31,0,0,35
1,100325,5,5.00,7999334,5,4,0,0,9
1,100325,5,5.00,7999335,2,4,0,0,6
1,100325,5,5.00,7999336,5,25,0,0,30
1,100325,5,5.00,7999337,10,11,0,0,21
1,100325,5,5.00,7999338,4,9,0,0,13
1,100325,5,5.00,7999339,26,3,0,7,50
1,100325,5,5.00,7999340,29,1,0,0,30
1,100325,5,5.00,7999341,2,6,0,0,8
1,100325,5,5.00,7999342,3,5,0,0,8
1,100325,5,5.00,7999343,15,4,0,2,25
1,100325,5,5.00,7999344,5,9,0,0,14
1,100325,5,5.00,7999345,13,4,0,2,23
1,100325,5,5.00,7999346,4,5,0,18,63
1,100325,5,5.00,7999347,21,7,0,1,31
1,100325,5,5.00,7999348,3,4,0,0,7
1,100325,5,5.00,7999349,6,6,0,0,12
1,100325,5,5.00,7999350,14,2,0,1,19
1,100325,5,5.00,7999351,15,0,0,0,15
1,100325,5,5.00,7999352,15,14,0,2,35
1,100325,5,5.00,7999353,11,8,0,0,19
1,100325,5,5.00,7999354,29,27,0,0,56
1,100325,5,5.00,7999355,14,5,0,7,40
1,100325,5,5.00,7999356,12,3,0,0,15
1,100325,5,5.00,7999357,2,4,0,1,9
1,100325,5,5.00,7999358,2,6,0,0,8
1,100325,5,5.00,7999359,13,5,0,0,18
1,100325,5,5.00,7999360,2,3,0,0,5
1,100325,5,5.00,7999361,2,3,0,17,58
1,100325,5,5.00,7999362,19,4,0,0,23
1,100325,5,5.00,7999363,2,3,0,0,5
1,100325,5,5.00,7999364,1,4,0,0,5
1,100325,5,5.00,7999365,2,5,0,0,7
1,100325,5,5.00,7999366,3,38,0,0,41
1,100325,5,5.00,7999367,2,4,0,1,9
1,100325,5,5.00,7999368,3,5,0,0,8
1,100325,5,5.00,7999369,9,0,0,0,9
1,100325,5,5.00,7999370,4,5,0,0,9
1,100325,5,5.00,7999371,1,3,0,0,4
1,100325,5,5.00,7999372,1,2,0,0,3
1,100325,5,5.00,7999373,1,2,0,1,6
1,100325,5,5.00,7999374,4,2,1,0,7
1,100325,5,5.00,7999375,5,3,1,0,9
1,100325,5,5.00,7999376,18,1,0,1,22
1,100325,5,5.00,7999377,2,2,0,1,7
1,100325,5,5.00,7999378,2,3,0,1,8
1,100325,5,5.00,7999379,10,6,0,0,16
1,100325,5,5.00,7999380,27,9,0,0,36
1,100325,5,5.00,7999381,5,17,0,0,22
1,100325,5,5.00,7999382,33,8,0,0,41
1,100325,5,5.00,7999383,4,5,0,0,9
1,100325,5,5.00,7999384,7,29,0,0,36
1,100325,5,5.00,7999385,10,10,0,0,20
1,100325,5,5.00,7999386,16,19,0,0,35
1,100325,5,5.00,7999387,70,32,0,0,102
1,100325,5,5.00,7999388,31,4,0,0,35
1,100325,5,5.00,7999389,17,91,0,0,108
1,100325,5,5.00,7999390,32,25,0,14,99
1,100325,5,5.00,7999391,2,4,2,0,8
1,100325,5,5.00,7999392,4,5,0,0,9
1,100325,5,5.00,7999393,6,6,0,0,12
1,100325,5,5.00,7999394,21,0,0,15,66
1,100325,5,5.00,7999395,7,14,0,0,21
1,100325,5,5.00,7999396,13,2,0,2,21
1,100325,5,5.00,7999397,4,1,0,0,5
1,100325,5,5.00,7999398,3,4,0,1,10
1,100325,5,5.00,7999399,1,3,0,0,4
1,100325,5,5.00,7999400,1,8,0,0,9
1,100325,5,5.00,7999401,5,10,0,0,15
1,100325,5,5.00,7999402,13,8,0,0,21
1,100325,5,5.00,7999403,4,40,0,0,44
1,100325,5,5.00,7999404,11,6,0,0,17
1,100325,5,5.00,7999405,7,1,0,0,8
1,100325,5,5.00,7999406,6,3,0,1,12
1,100325,5,5.00,7999407,2,2,0,1,7
1,100325,5,5.00,7999408,2,2,0,0,4
1,100325,5,5.00,7999409,2,2,0,0,4
1,100325,5,5.00,7999410,2,3,0,0,5
1,100325,5,5.00,7999411,49,15,0,0,64
1,100325,5,5.00,7999412,21,14,0,0,35
1,100325,5,5.00,7999413,4,26,0,0,30
1,100325,5,5.00,7999414,17,13,0,1,33
1,100325,5,5.00,7999415,5,5,0,0,10
1,100325,5,5.00,7999416,1,3,0,0,4
1,100325,5,5.00,7999417,2,2,0,0,4
1,100325,5,5.00,7999418,2,1,0,0,3
1,100325,5,5.00,7999419,1,3,0,0,4
1,100325,5,5.00,7999420,1,3,0,7,25
1,100325,5,5.00,7999421,1,2,0,1,6
1,100325,5,5.00,7999422,1,2,0,2,9
1,100325,5,5.00,7999423,5,3,0,0,8
1,100325,5,5.00,7999424,2,4,0,1,9
1,100325,5,5.00,7999425,3,7,0,1,13
1,100325,5,5.00,7999426,2,10,0,0,12
1,100325,5,5.00,7999427,22,1,0,1,26
1,100325,5,5.00,7999428,9,24,0,0,33
1,100325,5,5.00,7999429,4,3,0,0,7
1,100325,5,5.00,7999430,1,5,0,0,6
1,100325,5,5.00,7999431,30,16,40,0,86
1,100325,5,5.00,7999432,48,25,0,0,73
1,100325,5,5.00,7999433,19,24,0,0,43
1,100325,5,5.00,7999434,14,39,0,0,53
1,100325,5,5.00,7999435,32,21,0,27,134
1,100325,5,5.00,7999436,4,36,0,0,40
1,100325,5,5.00,7999437,2,4,0,0,6
1,100325,5,5.00,7999438,1,31,0,0,32
1,100325,5,5.00,7999439,3,23,0,0,26
1,100325,5,5.00,7999440,17,4,0,0,21
1,100325,5,5.00,7999441,44,3,0,2,53
1,100325,5,5.00,7999442,28,6,0,16,82
1,100325,5,5.00,7999443,36,0,0,0,36
1,100325,5,5.00,7999444,5,48,0,0,53
1,100325,5,5.00,7999445,4,9,0,0,13
1,100325,5,5.00,7999446,3,6,0,0,9
1,100325,5,5.00,7999447,5,0,0,2,11
1,100325,5,5.00,7999448,16,9,0,1,28
1,100325,5,5.00,7999449,3,4,0,0,7
1,100325,5,5.00,7999450,1,4,0,0,5
1,100325,5,5.00,7999451,26,0,0,0,26
1,100325,5,5.00,7999452,70,0,0,6,88
1,100325,5,5.00,7999453,26,6,0,0,32
1,100325,5,5.00,7999454,15,0,0,0,15
1,100325,5,5.00,7999455,22,10,0,0,32
1,100326,5,5.00,8002161,31,215,0,0,246
1,100326,5,5.00,8002162,222,96,0,0,318
1,100326,5,5.00,8002163,137,127,0,0,264
1,100326,5,5.00,8002164,74,83,0,0,157
1,100326,5,5.00,8002165,11,6,0,0,17
1,100326,5,5.00,8002166,24,111,0,0,135
1,100326,5,5.00,8002167,55,75,1,0,131
1,100326,5,5.00,8002168,48,42,0,0,90
1,100326,5,5.00,8002169,4,82,0,0,86
1,100326,5,5.00,8002170,30,73,0,0,103
1,100326,5,5.00,8002171,19,90,24,0,133
1,100326,5,5.00,8002172,49,82,0,0,131
1,100326,5,5.00,8002173,16,46,0,0,62
1,100326,5,5.00,8002174,23,26,0,0,49
1,100326,5,5.00,8002175,28,41,0,0,69
1,100326,5,5.00,8002176,79,16,0,0,95
1,100326,5,5.00,8002177,108,88,0,0,196
1,100326,5,5.00,8002178,92,0,0,0,92
1,100326,5,5.00,8002179,13,118,0,0,131
1,100326,5,5.00,8002180,32,25,0,0,57
1,100326,5,5.00,8002181,36,8,0,1,47
1,100326,5,5.00,8002182,13,23,0,0,36
1,100326,5,5.00,8002183,15,29,0,0,44
1,100326,5,5.00,8002184,31,2,0,0,33
1,100326,5,5.00,8002185,8,13,0,0,21
1,100326,5,5.00,8002186,36,1,0,0,37
1,100326,5,5.00,8002187,8,22,0,0,30
1,100326,5,5.00,8002188,7,2,0,0,9
1,100326,5,5.00,8002189,5,55,0,0,60
1,100326,5,5.00,8002190,24,13,5,6,60
1,100326,5,5.00,8002191,7,9,0,0,16
1,100326,5,5.00,8002192,69,2,0,0,71
1,100326,5,5.00,8002193,4,31,5,0,40
1,100326,5,5.00,8002194,16,25,0,0,41
1,100326,5,5.00,8002195,8,33,0,0,41
1,100326,5,5.00,8002196,11,4,0,0,15
1,100326,5,5.00,8002197,21,1,0,0,22
1,100326,5,5.00,8002198,6,7,1,0,14
1,100326,5,5.00,8002199,5,5,0,3,19
1,100326,5,5.00,8002200,3,5,1,0,9
1,100326,5,5.00,8002201,42,1,0,0,43
1,100326,5,5.00,8002202,100,0,0,0,100
1,100326,5,5.00,8002203,48,69,0,0,117
1,100326,5,5.00,8002204,28,56,0,0,84
1,100326,5,5.00,8002205,18,12,13,0,43
1,100326,5,5.00,8002206,3,7,0,15,55
1,100326,5,5.00,8002207,21,18,0,0,39
1,100326,5,5.00,8002208,3,52,0,0,55
1,100326,5,5.00,8002209,20,5,0,0,25
1,100326,5,5.00,8002210,8,22,0,0,30
1,100326,5,5.00,8002211,3,23,0,0,26
